ASSETNUM;NUM_DTO;NUM_BARRIO;CODIGO_ESPECIE;PERIMETRO;NUM_PARQUE;ALTURA_TOTAL;edad_arbol;estado_sanitario;riesgo_caida;necesidad_poda;fecha_ultima_poda;coste_mantenimiento
2178936;3;32;PAB;80;0;14;46;REGULAR;ALTO;0;2025-04-06;157.34
2130804;8;86;POS;80;0;10;31;SANO;BAJO;0;2025-05-20;74.07
2112168;3;33;UPU;80;0;14;47;REGULAR;MEDIO;0;2025-09-13;141.07
5124521;2;24;GTR;80;0;8;26;SANO;BAJO;1;2024-06-01;117.97
7935613;3;36;LIN;80;0;5;25;SANO;BAJO;0;2025-05-10;72.74
6851883;2;27;MEA;80;0;6;19;SANO;BAJO;0;2025-12-12;83.39
7935577;3;36;LIN;80;0;4;14;SANO;BAJO;0;2025-09-02;69.91
7935589;3;36;AUN;80;0;5;12;SANO;BAJO;1;2024-08-08;109.33
1588947;9;95;CBI;80;0;12;41;SANO;BAJO;0;2025-09-22;70.94
1798206;16;166;CSE;80;0;9;25;REGULAR;MEDIO;1;2023-09-11;151.75
5123028;3;33;CAR;80;0;12;39;REGULAR;MEDIO;0;2024-12-19;124.47
2138963;9;97;RPS;80;0;5;14;SANO;BAJO;0;2024-12-04;57.1
6150070;3;31;RPS;80;0;13;35;REGULAR;MEDIO;1;2023-12-12;131.97
2187473;9;96;CAR;80;0;4;13;SANO;BAJO;1;2024-07-18;126.64
2137627;9;97;CAR;80;0;9;22;SANO;BAJO;0;2024-12-20;85.77
1667726;9;97;ANE;80;0;7;19;SANO;BAJO;0;2025-02-15;63.06
2139453;9;97;CSE;80;0;11;33;MALO;MEDIO;0;2025-12-07;146.96
2141583;8;81;UPU;80;0;8;29;SANO;BAJO;1;2023-10-23;142.72
2042385;3;33;PHA;80;0;10;32;SANO;BAJO;0;2025-03-26;58.38
1615783;5;56;UPU;80;0;15;42;REGULAR;MEDIO;0;2025-12-16;122.91
2145338;9;97;CBI;80;0;8;24;SANO;BAJO;0;2025-01-29;57.64
1620743;5;55;PDA;80;0;10;30;REGULAR;MEDIO;0;2025-08-03;121.89
2146134;9;91;RPS;80;0;9;37;SANO;BAJO;0;2025-02-25;89.3
1624472;5;54;PDA;80;0;13;40;SANO;BAJO;0;2025-06-13;68.61
1623080;5;55;UPU;80;0;8;29;SANO;BAJO;1;2022-02-03;122.41
2020909;13;131;PLOR;80;0;2;10;SANO;BAJO;0;2025-06-03;20.3
2022546;13;131;PLOR;80;0;2;16;SANO;BAJO;0;2025-03-27;60.23
1629766;5;51;PDA;80;0;11;37;REGULAR;MEDIO;1;2023-05-28;191.02
2159753;9;95;PDA;80;0;11;40;SANO;BAJO;0;2024-12-02;91.25
2159754;9;95;PDA;80;0;12;33;REGULAR;MEDIO;0;2025-06-15;105.6
2150738;9;91;PLOR;80;0;7;25;SANO;BAJO;0;2025-02-02;68.05
1630609;5;52;PDA;80;0;12;42;REGULAR;MEDIO;1;2023-10-19;162.61
1853052;16;166;POC;80;0;6;21;SANO;BAJO;0;2025-02-05;38.68
1645049;5;51;CAU;80;0;9;31;SANO;BAJO;0;2025-01-13;40.79
2168710;9;96;AHI;80;0;7;28;SANO;BAJO;0;2025-06-12;79.74
1640732;5;52;PDA;80;0;11;37;REGULAR;MEDIO;1;2022-01-18;185.09
1644800;5;51;CAU;80;0;9;40;SANO;BAJO;1;2024-07-26;129.07
2168448;9;95;PPI;80;0;7;26;SANO;BAJO;0;2025-03-25;65.11
2168655;9;96;PDA;80;0;8;28;REGULAR;MEDIO;0;2025-05-16;109.27
1646210;5;54;PDA;80;0;11;34;REGULAR;BAJO;1;2023-08-16;134.72
1646211;5;55;PDA;80;0;13;41;REGULAR;MEDIO;0;2024-11-28;135.7
2166090;9;97;PDA;80;0;11;38;REGULAR;MEDIO;1;2022-08-06;165.88
1641734;5;51;SJA;80;0;11;30;SANO;MEDIO;0;2025-07-20;89.72
1641245;5;52;PDA;80;0;10;31;SANO;BAJO;0;2025-11-15;94.63
1643147;5;51;PDA;80;0;9;23;SANO;MEDIO;1;2025-03-11;125.09
1643228;5;52;PDA;80;0;15;41;REGULAR;MEDIO;0;2025-05-12;148.75
2172572;9;94;UPU;80;0;8;31;REGULAR;MEDIO;0;2025-02-08;96.09
2173738;9;94;CAR;80;0;8;20;SANO;BAJO;1;2023-06-03;118.99
1641306;5;51;SJA;80;0;8;29;SANO;BAJO;0;2025-05-18;76.56
1895684;16;164;PCP;80;0;4;21;SANO;BAJO;0;2025-09-13;58.7
1968698;16;164;UPU;79;0;11;32;REGULAR;MEDIO;0;2025-09-24;117.26
1813567;15;159;PPI;79;0;11;32;REGULAR;MEDIO;0;2025-08-23;124.76
1638273;1;11;MGR;79;0;6;24;SANO;BAJO;0;2025-11-18;68.34
2076505;1;11;RPS;79;0;11;41;REGULAR;ALTO;1;2024-09-21;224.81
1988021;10;102;FCA;79;0;9;21;SANO;BAJO;1;2025-04-26;93.49
1637277;1;11;ANE;79;0;8;25;SANO;BAJO;0;2025-01-11;86.05
1609156;5;53;PPI;79;0;8;24;SANO;BAJO;0;2025-11-13;38.06
1790384;15;154;PCP;79;0;6;20;SANO;BAJO;1;2023-04-18;125.82
5267927;16;166;PNII;79;15;10;35;SANO;BAJO;0;2025-01-08;80.49
5266307;16;166;PDU;79;15;8;22;SANO;BAJO;1;2023-09-24;124.25
2116482;6;61;PAL;79;0;12;30;REGULAR;MEDIO;0;2025-12-14;98.76
2115570;6;61;CAU;79;0;6;17;SANO;BAJO;0;2025-11-16;88.95
9862695;3;35;PPI;79;1;6;20;SANO;BAJO;1;2022-01-17;116.64
1831549;16;165;ANE;79;0;7;21;SANO;MEDIO;0;2025-09-29;84.82
1899874;15;152;PDA;79;0;10;36;REGULAR;MEDIO;1;2023-03-22;163.93
1898872;15;158;SJA;79;0;10;37;REGULAR;MEDIO;0;2025-12-09;123.77
1925447;15;152;UPU;79;0;15;52;MALO;ALTO;0;2025-04-02;222.09
2178012;9;92;UPU;79;0;11;33;REGULAR;MEDIO;0;2025-11-25;117.1
1929608;15;157;PDA;79;0;11;35;REGULAR;MEDIO;0;2025-04-12;113.57
1936472;15;157;PDA;79;0;10;33;SANO;BAJO;0;2025-02-25;99.82
1927468;15;157;PDA;79;0;10;30;SANO;BAJO;0;2024-12-18;91.57
1949342;15;152;PDA;79;0;14;39;REGULAR;MEDIO;0;2025-02-22;106.99
7932053;7;74;PTO;79;0;7;20;SANO;BAJO;1;2025-02-18;115.28
1941088;15;152;UPU;79;0;14;42;MALO;MEDIO;1;2021-12-14;199.86
9848769;3;35;AHI;79;1;11;25;REGULAR;MEDIO;1;2022-01-05;139.6
9849372;3;35;AHI;79;1;12;37;REGULAR;MEDIO;0;2025-03-18;112.73
5265620;16;166;CAU;79;15;7;23;SANO;BAJO;0;2025-01-09;69.76
9847804;3;35;AHI;79;1;11;34;SANO;BAJO;0;2025-11-24;92.01
9862959;3;35;QIL;79;1;9;25;SANO;BAJO;1;2024-02-03;102.36
9850496;3;35;AHI;79;1;13;45;REGULAR;MEDIO;0;2025-03-30;124.95
9850425;3;35;AHI;79;1;9;27;SANO;BAJO;1;2023-02-04;138.66
9851950;3;35;AXA;79;1;13;35;SANO;BAJO;0;2025-04-03;86.42
9852046;3;35;AHI;79;1;13;42;SANO;BAJO;0;2025-06-07;114.75
9854106;3;35;CBI;79;1;6;13;SANO;BAJO;0;2025-04-27;56.08
9672309;20;208;CSE;79;29;11;35;SANO;BAJO;0;2025-05-30;70.2
9851517;3;35;AAL;79;1;16;52;REGULAR;MEDIO;1;2023-11-14;192.52
9854132;3;35;CBI;79;1;6;22;SANO;BAJO;0;2025-12-11;73.06
9855151;3;35;SJA;79;1;13;44;REGULAR;MEDIO;1;2025-03-01;199.36
5267180;16;166;PBU;79;15;6;27;REGULAR;BAJO;0;2025-10-10;90.17
9856125;3;35;PME;79;1;13;50;REGULAR;MEDIO;0;2025-09-14;141.49
9858173;3;35;CSI;79;1;6;25;SANO;BAJO;1;2023-01-15;114.44
9855969;3;35;AHI;79;1;7;26;SANO;BAJO;0;2025-03-05;76.32
5716701;9;91;MGR;79;2;5;19;SANO;BAJO;0;2025-12-15;55.59
5632667;9;93;PPI;79;8;17;47;REGULAR;MEDIO;1;2022-11-22;197.17
1955070;15;155;LJA;79;0;8;30;SANO;BAJO;0;2024-11-28;84.07
9857615;3;35;GTR;79;1;10;33;SANO;BAJO;0;2025-01-28;108.76
9858032;3;35;UMI;79;1;10;27;SANO;BAJO;0;2025-08-29;76.35
9858087;3;35;SJA;79;1;12;37;SANO;MEDIO;0;2024-12-27;104.5
9858434;3;35;PAL;79;1;16;42;REGULAR;MEDIO;1;2023-08-30;154.81
9860279;3;35;GTR;79;1;15;44;REGULAR;MEDIO;0;2025-01-20;166.58
1691543;4;44;ANE;79;0;10;27;SANO;BAJO;0;2024-12-17;64.17
9858691;3;35;SGI;79;1;8;33;SANO;BAJO;0;2025-01-26;71.57
9858470;3;35;SJA;79;1;9;29;REGULAR;MEDIO;1;2023-11-02;135.24
9860295;3;35;PDA;79;1;11;34;REGULAR;MEDIO;0;2025-05-16;131.29
1693817;4;42;CSE;79;0;14;46;REGULAR;MEDIO;0;2025-10-04;159.7
2136206;9;94;CLE;79;0;9;27;REGULAR;MEDIO;0;2025-10-16;102.87
9860101;3;35;PPI;79;1;8;29;REGULAR;MEDIO;1;2023-01-29;173.14
1996478;10;103;GTR;79;0;11;31;REGULAR;MEDIO;1;2024-09-21;144.12
1696961;2;25;PCP;79;0;5;20;SANO;BAJO;1;2022-03-15;113.9
1696589;2;27;PHA;79;0;7;25;SANO;BAJO;0;2025-04-22;104.1
9734759;9;92;PDA;79;26;10;35;SANO;MEDIO;0;2025-09-02;90.5
1695789;2;24;PDA;79;0;9;26;REGULAR;MEDIO;0;2025-10-12;101.72
5616518;4;43;CDE;79;4;8;31;SANO;BAJO;0;2025-05-07;72.63
1894969;16;165;CBI;79;0;8;30;REGULAR;MEDIO;0;2025-03-09;74.04
5612743;4;43;ADE;79;4;16;50;REGULAR;MEDIO;1;2024-05-27;176.58
2007142;8;88;MAL;79;0;7;24;SANO;BAJO;0;2025-12-09;73.01
1883587;16;166;PPI;79;0;5;15;SANO;BAJO;1;2023-01-14;90.55
1704062;4;41;SJA;79;0;10;41;SANO;BAJO;1;2022-04-19;141.89
1703824;2;26;PHA;79;0;7;17;SANO;BAJO;0;2025-05-24;94.25
2009946;10;104;AAL;79;0;8;30;SANO;BAJO;0;2025-03-08;58.37
1704706;2;22;SJA;79;0;8;20;SANO;BAJO;1;2024-01-30;119.18
2142305;9;91;AHI;79;0;10;34;REGULAR;MEDIO;0;2024-12-09;126.85
2018346;8;86;PDU;79;0;9;19;SANO;BAJO;1;2023-10-08;96.97
1837782;16;164;UMI;79;0;16;49;REGULAR;MEDIO;0;2025-01-29;138.6
1708227;2;23;PDA;79;0;15;42;REGULAR;MEDIO;1;2025-03-08;187.91
2010313;8;85;PPI;79;0;8;25;REGULAR;MEDIO;1;2022-04-19;167.4
2039614;8;87;PDA;79;0;7;24;SANO;BAJO;1;2021-12-01;107.32
2142437;9;91;FOR;79;0;10;31;SANO;BAJO;1;2024-10-18;120.48
2038462;8;85;PPI;79;0;6;18;SANO;BAJO;0;2025-01-03;52.13
2038854;8;85;PPI;79;0;6;15;SANO;BAJO;0;2025-04-06;69.73
1720215;2;24;MAL;79;0;7;29;SANO;BAJO;0;2025-12-08;72.49
1722188;2;21;SJA;79;0;11;35;REGULAR;MEDIO;0;2025-03-17;98.42
1724729;2;24;MEA;79;0;8;28;SANO;BAJO;0;2024-12-18;61.46
1761710;4;44;BPU;79;0;7;20;SANO;BAJO;1;2025-04-13;106.86
2057768;8;85;PDA;79;0;9;28;SANO;BAJO;0;2025-03-11;38.69
2056196;8;86;PDA;79;0;10;32;SANO;BAJO;0;2024-12-17;61.67
2056605;8;84;PDA;79;0;13;34;REGULAR;MEDIO;0;2025-08-19;129.02
2029543;3;33;UPU;79;0;12;39;SANO;BAJO;0;2025-10-15;79.74
2066388;8;84;PDA;79;0;13;45;MALO;ALTO;1;2022-04-25;271.78
2037162;3;35;CAT;79;0;11;32;SANO;BAJO;0;2025-01-21;62.5
2065011;8;83;PDA;79;0;8;35;REGULAR;BAJO;1;2022-02-05;153.66
2018069;4;44;TOC;79;0;10;43;REGULAR;MEDIO;0;2025-09-17;118.93
2016987;4;44;PCP;79;0;10;30;SANO;BAJO;1;2024-03-02;112.17
1909206;8;87;CUM;79;0;9;29;SANO;MEDIO;0;2025-01-09;85.55
2066913;8;85;PDA;79;0;11;35;REGULAR;MEDIO;0;2025-03-23;120.29
2068003;8;87;PDA;79;0;9;35;REGULAR;MEDIO;0;2025-09-17;134.09
2064850;8;86;PDA;79;0;13;36;REGULAR;MEDIO;0;2025-06-06;132.53
2039422;3;33;PAB;79;0;11;37;SANO;MEDIO;0;2025-11-01;87.36
2038909;3;33;UPU;79;0;12;39;REGULAR;MEDIO;0;2025-06-12;123.67
1774259;16;164;CDE;79;0;6;22;SANO;BAJO;0;2025-03-10;68.64
2076190;8;85;PDA;79;0;13;40;SANO;MEDIO;0;2025-01-26;99.28
2039318;3;33;UPU;79;0;10;30;SANO;BAJO;0;2025-11-03;56.73
2074494;8;87;PDA;79;0;9;34;REGULAR;MEDIO;0;2025-09-12;115.27
2046548;3;33;UPU;79;0;12;37;REGULAR;MEDIO;0;2025-10-06;131.86
2102641;8;81;ZSE;79;0;7;32;SANO;BAJO;1;2024-03-18;116.87
2118399;8;85;PDA;79;0;12;40;SANO;BAJO;1;2023-11-29;130.21
2122602;9;93;PCP;79;0;8;26;SANO;BAJO;0;2025-10-26;49.06
2117426;8;88;PPI;79;0;6;25;SANO;BAJO;0;2025-11-29;97.19
2123407;8;83;RPS;79;0;5;11;SANO;BAJO;0;2025-06-04;59.23
1908943;16;166;MAL;79;0;6;29;SANO;BAJO;0;2025-06-03;51.37
2127816;9;93;PDA;79;0;10;32;SANO;BAJO;0;2024-11-21;83.59
2130278;9;97;SJA;79;0;10;25;SANO;BAJO;0;2025-09-01;73.04
2135543;9;94;CSE;79;0;11;31;SANO;BAJO;0;2025-10-02;68.82
5205115;4;44;UPU;79;0;16;42;MALO;ALTO;1;2023-06-10;264.45
6153053;3;31;RPS;79;0;16;45;REGULAR;MEDIO;1;2024-11-09;169.81
2139875;9;97;PDA;79;0;18;50;MALO;ALTO;0;2025-05-14;249.03
2138920;9;97;ANE;79;0;9;26;SANO;BAJO;0;2025-05-23;73.38
1616661;5;56;UPU;79;0;11;40;REGULAR;MEDIO;0;2025-02-07;120.58
1616358;5;56;PDA;79;0;9;31;REGULAR;MEDIO;0;2024-11-17;105.43
2137070;9;97;UPU;79;0;7;28;SANO;BAJO;0;2025-04-24;70.4
1999159;8;86;PNI;79;0;9;38;REGULAR;MEDIO;1;2024-09-05;155.26
1616681;5;55;PDA;79;0;10;37;SANO;BAJO;1;2025-01-23;126.3
1616820;5;56;ANE;79;0;8;26;SANO;MEDIO;0;2025-01-21;96.33
1882537;16;165;UMI;79;0;14;42;REGULAR;MEDIO;0;2024-11-22;123.49
1630358;5;54;UPU;79;0;9;26;SANO;BAJO;0;2025-01-06;68.25
2161404;8;86;PPI;79;0;5;22;SANO;BAJO;1;2024-02-04;91.35
2167485;9;96;GTR;79;0;13;44;MALO;MEDIO;0;2025-01-15;177.86
1901822;16;166;RPS;79;0;7;26;REGULAR;MEDIO;0;2025-04-24;88.8
1644802;5;51;GTR;79;0;8;27;SANO;BAJO;0;2025-07-18;70.35
2168423;9;95;CLI;79;0;10;32;SANO;BAJO;0;2025-10-28;102.81
2165930;9;97;CSE;79;0;14;48;REGULAR;MEDIO;0;2024-12-08;133.67
2166825;9;95;SAL;79;0;10;36;REGULAR;MEDIO;0;2024-11-29;143.05
2170766;9;97;PPI;79;0;7;17;SANO;BAJO;0;2024-12-22;70.15
2169453;9;95;PDA;79;0;9;27;SANO;BAJO;0;2025-08-26;71.36
2171041;9;95;CAR;79;0;9;30;SANO;BAJO;0;2025-09-22;83.12
2168274;9;95;PPI;79;0;7;17;SANO;BAJO;0;2025-02-06;66.89
1812578;15;159;PPI;78;0;9;23;SANO;BAJO;0;2025-06-02;101.03
9661335;20;206;PHA;78;0;8;28;SANO;BAJO;1;2024-10-02;130.6
9661336;20;206;PHA;78;0;8;18;SANO;BAJO;1;2023-07-27;104.87
1884481;15;154;ANE;78;0;7;27;SANO;BAJO;0;2025-02-04;79.99
1631708;1;11;SJA;78;0;8;20;SANO;BAJO;0;2025-06-09;67.3
2042909;20;206;PHA;78;0;7;25;REGULAR;BAJO;1;2024-02-14;103.95
5207298;1;11;LJA;78;0;9;23;SANO;BAJO;0;2025-06-17;44.1
2201380;20;206;PDA;78;0;10;29;SANO;BAJO;0;2025-04-21;61.56
1561291;9;97;PDA;78;0;10;26;SANO;BAJO;0;2025-03-09;67.74
9429223;6;62;LNO;78;0;5;21;SANO;BAJO;1;2023-04-26;112.43
2113484;6;62;PHA;78;0;9;26;SANO;BAJO;1;2024-04-01;83.59
1730857;19;193;PPI;78;0;6;17;SANO;BAJO;1;2024-05-27;79.19
5266240;16;166;PAL;78;15;9;25;SANO;BAJO;0;2024-12-26;52.25
2095892;8;87;PDA;78;0;8;21;SANO;BAJO;1;2023-07-25;119.19
2112317;6;65;PDA;78;0;9;35;SANO;BAJO;1;2024-09-13;105.78
2132521;6;62;PIN;78;0;9;27;REGULAR;MEDIO;0;2025-05-12;115.3
2115253;6;63;AHI;78;0;6;26;SANO;BAJO;0;2025-06-21;61.88
2120588;6;65;PDA;78;0;9;25;SANO;BAJO;0;2025-06-10;78.79
1787142;15;152;UMI;78;0;11;36;REGULAR;MEDIO;0;2025-07-03;104.81
1915278;15;153;PDA;78;0;8;25;SANO;BAJO;0;2025-10-03;65.18
1927294;15;152;PDA;78;0;10;40;REGULAR;MEDIO;0;2025-10-25;86.59
1922035;15;159;PDA;78;0;11;34;REGULAR;MEDIO;1;2024-01-21;153.62
2175661;9;92;UPU;78;0;11;31;SANO;BAJO;1;2024-08-31;112.41
1949222;15;152;CAU;78;0;9;25;SANO;MEDIO;0;2025-03-19;91.89
1611146;7;74;SJA;78;0;12;40;SANO;BAJO;1;2022-02-27;172.61
1646254;7;71;PDA;78;0;12;40;SANO;BAJO;1;2022-06-22;110.57
5005461;15;155;AAL;78;0;16;40;SANO;MEDIO;1;2024-09-02;156.23
2071259;3;32;PPI;78;0;13;38;REGULAR;MEDIO;0;2025-11-26;159.97
2180574;9;91;FEX;78;0;13;35;REGULAR;MEDIO;0;2025-03-09;105.57
9846882;3;35;LJA;78;1;8;27;SANO;BAJO;0;2025-06-14;63.3
9849198;3;35;PDU;78;1;5;25;SANO;BAJO;0;2025-11-26;67.62
9863009;3;35;AHI;78;1;12;38;REGULAR;MEDIO;0;2025-09-02;112.88
9846537;3;35;AHI;78;1;6;21;SANO;BAJO;1;2023-07-30;99.5
9849426;3;35;AHI;78;1;7;17;SANO;BAJO;1;2023-03-23;97.97
9850922;3;35;AHI;78;1;9;33;SANO;BAJO;0;2025-07-03;97.37
9851210;3;35;AHI;78;1;11;34;REGULAR;MEDIO;0;2025-02-08;85.34
9850799;3;35;AHI;78;1;8;25;SANO;BAJO;0;2025-11-03;84.25
9850013;3;35;MGR;78;1;6;27;SANO;BAJO;0;2025-02-27;81.44
9851801;3;35;AHI;78;1;13;44;REGULAR;MEDIO;0;2025-03-19;133.03
9853392;3;35;AHI;78;1;10;31;REGULAR;MEDIO;0;2025-09-30;131.4
9851495;3;35;AHI;78;1;12;38;REGULAR;MEDIO;0;2025-01-01;159.88
9854091;3;35;CSI;78;1;12;31;SANO;MEDIO;0;2025-01-16;120.17
9853794;3;35;AHI;78;1;10;19;SANO;BAJO;0;2025-12-03;90.55
9854699;3;35;ABP;78;1;7;18;SANO;BAJO;0;2025-02-04;27.31
9854816;3;35;AHI;78;1;8;27;SANO;BAJO;0;2025-03-30;86.47
9856326;3;35;AHI;78;1;15;43;MALO;ALTO;0;2025-07-11;194.16
9855620;3;35;AHI;78;1;8;30;SANO;BAJO;0;2025-03-15;96.32
9855463;3;35;CAD;78;1;8;29;SANO;MEDIO;0;2025-10-24;112.68
9857931;3;35;AHI;78;1;20;52;MALO;ALTO;0;2025-10-18;233.14
5265224;16;166;PPI;78;15;7;26;REGULAR;MEDIO;0;2025-03-31;100.65
5265016;16;166;QSU;78;15;7;24;SANO;BAJO;1;2024-07-05;119.66
5644713;9;93;PPI;78;8;6;17;SANO;BAJO;0;2025-10-16;49.86
9857685;3;35;AHI;78;1;13;39;REGULAR;MEDIO;0;2025-01-15;134.97
5706732;9;91;CAR;78;2;20;54;MALO;ALTO;0;2025-01-21;244.44
9859134;3;35;AHI;78;1;8;27;SANO;BAJO;1;2023-02-20;107.7
9860437;3;35;UPU;78;1;6;27;SANO;BAJO;0;2025-06-05;79.85
9859832;3;35;CSE;78;1;11;36;SANO;BAJO;0;2025-10-18;95.19
9860698;3;35;UMI;78;1;9;26;SANO;MEDIO;1;2022-07-27;118.83
9858990;3;35;RPS;78;1;10;34;SANO;MEDIO;1;2024-05-03;138.19
9858262;3;35;ACA;78;1;9;27;SANO;MEDIO;0;2025-02-07;111.26
9858991;3;35;AHI;78;1;10;34;REGULAR;MEDIO;0;2024-12-09;122.87
9858086;3;35;AHI;78;1;10;35;SANO;MEDIO;0;2025-09-19;83.19
1693560;4;44;MEA;78;0;12;31;SANO;BAJO;0;2025-07-21;95.54
1691055;4;43;CAU;78;0;11;31;SANO;BAJO;0;2025-12-07;69.06
1993917;10;107;PDA;78;0;12;35;REGULAR;MEDIO;0;2025-03-09;141.36
1993918;10;107;PDA;78;0;12;41;SANO;BAJO;0;2025-06-13;71.51
1993976;10;107;PDA;78;0;18;54;REGULAR;MEDIO;1;2022-04-22;193.28
1994606;10;107;PDA;78;0;18;47;REGULAR;MEDIO;1;2023-08-12;147.22
1994607;10;107;PDA;78;0;18;49;REGULAR;MEDIO;0;2024-12-28;151.25
1994643;10;107;PDA;78;0;18;48;MALO;ALTO;1;2023-08-08;252.47
1692525;2;24;RPS;78;0;8;31;SANO;BAJO;0;2024-11-29;78.37
5237962;9;91;ANE;78;24;8;14;SANO;MEDIO;0;2025-11-21;79.02
9860220;3;35;GTR;78;1;10;35;SANO;BAJO;0;2025-01-11;86.23
1562213;5;56;PDA;78;0;13;36;REGULAR;MEDIO;1;2025-02-11;161.17
1561124;5;51;PDA;78;0;13;41;SANO;BAJO;0;2025-07-18;99.86
1562080;5;51;SJA;78;0;11;37;REGULAR;MEDIO;1;2024-07-22;177.73
1659982;5;52;ANE;78;0;11;48;REGULAR;MEDIO;1;2022-02-28;174.98
1561555;5;52;PAB;78;0;17;42;REGULAR;MEDIO;0;2025-08-04;128.61
2065356;8;84;PDA;78;0;9;35;REGULAR;MEDIO;0;2025-02-05;121.96
2000660;8;85;UPU;78;0;7;21;SANO;MEDIO;0;2025-01-05;74.39
1996098;10;107;ANE;78;0;10;28;SANO;BAJO;1;2023-08-20;129.18
9735452;9;91;CAR;78;26;12;34;SANO;BAJO;0;2025-05-05;82.11
1832850;16;165;ANE;78;0;7;22;SANO;BAJO;1;2022-05-05;114.46
1694507;2;22;PCP;78;0;6;31;SANO;BAJO;0;2025-04-02;68.21
1997033;10;103;CAR;78;0;9;31;SANO;BAJO;0;2025-05-30;71.61
2002541;8;82;POC;78;0;12;37;REGULAR;MEDIO;0;2025-04-22;104.06
1697899;2;27;MAL;78;0;7;18;SANO;BAJO;0;2025-02-03;44.99
1695736;2;24;PDA;78;0;9;29;SANO;BAJO;0;2025-02-21;57.71
1755955;2;22;ANE;78;0;11;29;SANO;BAJO;0;2025-07-16;100.09
1702737;2;25;ANE;78;0;8;23;SANO;BAJO;0;2025-05-26;85.45
1702409;2;25;CAU;78;0;8;23;SANO;BAJO;0;2025-04-08;82.46
5614369;4;43;AHI;78;4;7;26;SANO;BAJO;0;2025-01-28;97.05
5615638;4;43;PCP;78;4;6;21;SANO;BAJO;0;2025-06-08;82.46
1702004;4;46;SJA;78;0;11;34;REGULAR;MEDIO;0;2025-06-17;118.67
2016076;8;88;CAU;78;0;6;29;SANO;BAJO;0;2025-10-20;74.25
2005056;10;104;UPU;78;0;8;29;SANO;BAJO;0;2025-01-23;96.47
2005055;10;104;UPU;78;0;8;38;SANO;BAJO;1;2023-09-03;132.3
1699641;4;46;SJA;78;0;8;28;REGULAR;MEDIO;0;2025-11-26;95.61
1703475;2;24;PDA;78;0;12;37;REGULAR;MEDIO;0;2025-08-26;115.06
2018278;8;88;PPI;78;0;10;26;SANO;BAJO;0;2024-12-03;74.43
2039079;8;87;MEA;78;0;6;22;SANO;BAJO;1;2024-10-30;122.51
1714602;2;21;ANE;78;0;10;22;SANO;BAJO;0;2025-04-05;69.8
2033958;8;86;PPI;78;0;5;23;REGULAR;BAJO;1;2023-07-28;132.8
1712497;2;23;UPU;78;0;11;31;SANO;BAJO;0;2025-02-14;86.28
1715199;2;21;AHI;78;0;8;26;SANO;BAJO;0;2025-04-05;50.89
2034437;8;85;TIC;78;0;10;35;SANO;BAJO;0;2025-01-27;110.63
2035608;8;86;CAU;78;0;8;31;SANO;MEDIO;0;2025-11-07;103.0
2041560;8;83;FEX;78;0;7;15;SANO;MEDIO;0;2024-12-26;64.29
2047432;10;107;UPU;78;0;10;31;SANO;BAJO;0;2025-06-09;72.99
1754400;4;44;ANE;78;0;10;30;SANO;MEDIO;0;2025-02-07;84.46
2048843;8;85;PPI;78;0;8;23;SANO;MEDIO;0;2025-06-27;62.54
1724711;2;21;CAU;78;0;7;14;SANO;BAJO;0;2025-08-18;66.89
1759145;4;44;ANE;78;0;9;30;SANO;BAJO;0;2025-08-19;96.61
2049504;10;104;ANE;78;0;6;19;SANO;MEDIO;1;2024-11-25;134.89
1763981;4;44;CBI;78;0;13;41;REGULAR;MEDIO;0;2025-01-12;116.19
2047976;10;107;UPU;78;0;10;31;SANO;BAJO;0;2024-12-16;75.97
2047986;10;104;ANE;78;0;9;17;SANO;BAJO;0;2025-10-07;88.76
2049851;10;106;GTR;78;0;6;31;SANO;BAJO;0;2025-02-14;84.27
2049444;10;107;MAL;78;0;5;15;SANO;BAJO;0;2025-07-27;42.36
2051921;8;86;UPU;78;0;9;23;SANO;MEDIO;0;2025-05-30;102.41
2057767;8;85;PDA;78;0;10;30;SANO;BAJO;0;2025-03-03;108.77
2058277;8;85;PDA;78;0;17;49;REGULAR;MEDIO;0;2025-05-23;138.62
2060075;8;86;PDA;78;0;9;16;SANO;BAJO;1;2022-06-20;127.93
2036979;3;33;UPU;78;0;12;35;REGULAR;MEDIO;0;2025-01-30;128.84
2056993;8;84;PDA;78;0;9;23;REGULAR;MEDIO;0;2025-09-02;116.42
2018032;4;44;SJA;78;0;12;30;SANO;BAJO;0;2025-07-28;88.8
2032403;3;33;UMI;78;0;8;26;SANO;BAJO;0;2025-06-22;83.24
2066537;8;85;PDA;78;0;9;28;REGULAR;MEDIO;1;2022-04-14;167.55
2037761;3;33;UPU;78;0;12;36;REGULAR;MEDIO;1;2023-03-05;175.99
2077354;8;85;PDA;78;0;11;34;REGULAR;MEDIO;0;2025-05-27;107.27
2041304;3;33;PPI;78;0;13;37;SANO;MEDIO;0;2025-08-08;88.16
2082739;8;86;PDA;78;0;12;34;REGULAR;MEDIO;1;2023-09-24;170.49
2110761;8;85;PDA;78;0;10;33;REGULAR;MEDIO;0;2025-10-09;107.31
2085101;8;84;PDA;78;0;10;32;SANO;MEDIO;0;2024-12-29;113.26
2085102;8;84;PDA;78;0;12;44;SANO;BAJO;0;2025-03-03;92.3
2054150;3;33;PPI;78;0;5;21;SANO;BAJO;0;2025-07-06;27.13
